eval_id,record_id,split,is_member,is_canary,loss_base
mia_REC-000046,REC-000046,member,1,0,3.0586354732513428
mia_REC-000047,REC-000047,member,1,0,3.1063330173492432
mia_REC-000048,REC-000048,member,1,0,3.0849473476409912
mia_REC-000049,REC-000049,member,1,0,3.0475311279296875
mia_REC-000050,REC-000050,member,1,0,3.0603077411651611
mia_REC-000051,REC-000051,member,1,0,3.0834949016571045
mia_REC-000052,REC-000052,member,1,0,3.093019962310791
mia_REC-000053,REC-000053,non_member,0,0,3.0519843101501465
mia_REC-000054,REC-000054,non_member,0,0,3.1021044254302979
mia_REC-000055,REC-000055,member,1,0,3.0896663665771484
mia_REC-000056,REC-000056,non_member,0,0,3.0689582824707031
mia_REC-000057,REC-000057,member,1,0,3.0704052448272705
mia_REC-000058,REC-000058,member,1,0,3.0787007808685303
mia_REC-000059,REC-000059,member,1,0,3.1141488552093506
mia_REC-000060,REC-000060,member,1,0,3.0913052558898926
mia_REC-000061,REC-000061,member,1,0,3.0872108936309814
mia_REC-000062,REC-000062,non_member,0,0,3.0648553371429443
mia_REC-000063,REC-000063,non_member,0,0,3.0674443244934082
mia_REC-000064,REC-000064,member,1,0,3.0587563514709473
mia_REC-000065,REC-000065,non_member,0,0,3.1241750717163086
mia_REC-000066,REC-000066,non_member,0,0,3.0943467617034912
mia_REC-000067,REC-000067,non_member,0,0,3.0950429439544678
mia_REC-000068,REC-000068,member,1,0,3.0700933933258057
mia_REC-000069,REC-000069,member,1,0,3.084308385848999
mia_REC-000070,REC-000070,member,1,0,3.0917296409606934
mia_REC-000071,REC-000071,member,1,0,3.0352263450622559
mia_REC-000072,REC-000072,member,1,0,3.0939362049102783
mia_REC-000073,REC-000073,member,1,0,3.0803437232971191
mia_REC-000074,REC-000074,member,1,0,3.065293550491333
mia_REC-000075,REC-000075,member,1,0,3.0928783416748047
mia_REC-000076,REC-000076,member,1,0,3.0701467990875244
mia_REC-000077,REC-000077,member,1,0,3.1054501533508301
mia_REC-000078,REC-000078,non_member,0,0,3.0992202758789062
mia_REC-000079,REC-000079,member,1,0,3.0660290718078613
mia_REC-000080,REC-000080,non_member,0,0,3.1082470417022705
mia_REC-000081,REC-000081,member,1,0,3.1063048839569092
mia_REC-000082,REC-000082,member,1,0,3.0903935432434082
mia_REC-000083,REC-000083,member,1,0,3.0675570964813232
mia_REC-000084,REC-000084,member,1,0,3.0864050388336182
mia_REC-000085,REC-000085,member,1,0,3.1243090629577637
mia_REC-000086,REC-000086,member,1,0,3.0480504035949707
mia_REC-000087,REC-000087,member,1,0,3.0794186592102051
mia_REC-000088,REC-000088,member,1,0,3.0287878513336182
mia_REC-000089,REC-000089,non_member,0,0,3.1236922740936279
mia_REC-000090,REC-000090,member,1,0,3.1096174716949463
mia_REC-000091,REC-000091,member,1,0,3.1049799919128418
mia_REC-000092,REC-000092,member,1,0,3.0801429748535156
mia_REC-000093,REC-000093,member,1,0,3.0683219432830811
mia_REC-000094,REC-000094,member,1,0,3.0930204391479492
mia_REC-000095,REC-000095,member,1,0,3.1137208938598633
mia_REC-000096,REC-000096,member,1,0,3.0689988136291504
mia_REC-000097,REC-000097,non_member,0,0,3.080111026763916
mia_REC-000098,REC-000098,member,1,0,3.0928311347961426
mia_REC-000099,REC-000099,member,1,0,3.0893008708953857
mia_REC-000100,REC-000100,member,1,0,3.0887496471405029
mia_REC-000101,REC-000101,member,1,0,3.0786280632019043
mia_REC-000102,REC-000102,member,1,0,3.1228451728820801
mia_REC-000103,REC-000103,member,1,0,3.1100590229034424
mia_REC-000104,REC-000104,member,1,0,3.032973051071167
mia_REC-000105,REC-000105,member,1,0,3.0911130905151367
mia_REC-000106,REC-000106,non_member,0,0,3.0992867946624756
mia_REC-000107,REC-000107,member,1,0,3.1361215114593506
mia_REC-000108,REC-000108,member,1,0,3.0955617427825928
mia_REC-000109,REC-000109,member,1,0,3.0889337062835693
mia_REC-000110,REC-000110,member,1,0,3.0381612777709961
mia_REC-000111,REC-000111,member,1,0,3.1454181671142578
mia_REC-000112,REC-000112,member,1,0,3.0663378238677979
mia_REC-000113,REC-000113,member,1,0,3.0685062408447266
mia_REC-000114,REC-000114,member,1,0,3.0985653400421143
mia_REC-000115,REC-000115,member,1,0,3.0741028785705566
mia_REC-000116,REC-000116,member,1,0,3.0996882915496826
mia_REC-000117,REC-000117,member,1,0,3.1228363513946533
mia_REC-000118,REC-000118,member,1,0,3.0939939022064209
mia_REC-000119,REC-000119,member,1,0,3.0840973854064941
mia_REC-000120,REC-000120,member,1,0,3.0920445919036865
mia_REC-000121,REC-000121,non_member,0,0,3.0903201103210449
mia_REC-000122,REC-000122,member,1,0,3.0685138702392578
mia_REC-000123,REC-000123,member,1,0,3.1297371387481689
mia_REC-000124,REC-000124,member,1,0,3.070019006729126
mia_REC-000125,REC-000125,member,1,0,3.0909490585327148
mia_REC-000126,REC-000126,member,1,0,3.0749919414520264
mia_REC-000127,REC-000127,non_member,0,0,3.0930185317993164
mia_REC-000128,REC-000128,member,1,0,3.1028006076812744
mia_REC-000129,REC-000129,non_member,0,0,3.1416616439819336
mia_REC-000130,REC-000130,member,1,0,3.1361477375030518
mia_REC-000131,REC-000131,non_member,0,0,3.1220428943634033
mia_REC-000132,REC-000132,member,1,0,3.0866715908050537
mia_REC-000133,REC-000133,member,1,0,3.0624306201934814
mia_REC-000134,REC-000134,member,1,1,3.1088144779205322
mia_REC-000135,REC-000135,member,1,0,3.0449163913726807
mia_REC-000136,REC-000136,member,1,0,3.078404426574707
mia_REC-000137,REC-000137,member,1,0,3.0784990787506104
mia_REC-000138,REC-000138,member,1,0,3.0621263980865479
mia_REC-000139,REC-000139,member,1,0,3.0740940570831299
mia_REC-000140,REC-000140,member,1,0,3.1016991138458252
mia_REC-000141,REC-000141,member,1,0,3.0465283393859863
mia_REC-000142,REC-000142,non_member,0,0,3.0699207782745361
mia_REC-000143,REC-000143,member,1,0,3.0630090236663818
mia_REC-000144,REC-000144,member,1,0,3.1136720180511475
mia_REC-000145,REC-000145,member,1,0,3.1076607704162598
mia_REC-000146,REC-000146,member,1,0,3.0933535099029541
mia_REC-000147,REC-000147,non_member,0,0,3.0985713005065918
mia_REC-000148,REC-000148,non_member,0,0,3.1230795383453369
mia_REC-000149,REC-000149,member,1,0,3.0876433849334717
mia_REC-000150,REC-000150,member,1,0,3.076988697052002
mia_REC-000151,REC-000151,non_member,0,0,3.0391440391540527
mia_REC-000152,REC-000152,member,1,0,3.1321334838867188
mia_REC-000153,REC-000153,member,1,0,3.0941846370697021
mia_REC-000154,REC-000154,member,1,0,3.0834324359893799
mia_REC-000155,REC-000155,member,1,0,3.0912868976593018
mia_REC-000156,REC-000156,member,1,0,3.0883188247680664
mia_REC-000157,REC-000157,non_member,0,0,3.085909366607666
mia_REC-000158,REC-000158,member,1,0,3.0828890800476074
mia_REC-000159,REC-000159,member,1,0,3.0937306880950928
mia_REC-000160,REC-000160,member,1,0,3.1003258228302002
mia_REC-000161,REC-000161,non_member,0,0,3.1655769348144531
mia_REC-000162,REC-000162,member,1,0,3.100083589553833
mia_REC-000163,REC-000163,member,1,0,3.0477175712585449
mia_REC-000164,REC-000164,member,1,0,3.1343197822570801
mia_REC-000165,REC-000165,non_member,0,0,3.0923731327056885
mia_REC-000166,REC-000166,member,1,0,3.1277596950531006
mia_REC-000167,REC-000167,member,1,0,3.0884788036346436
mia_REC-000168,REC-000168,member,1,0,3.1249175071716309
mia_REC-000169,REC-000169,member,1,0,3.0833961963653564
mia_REC-000170,REC-000170,member,1,0,3.0652625560760498
mia_REC-000171,REC-000171,member,1,0,3.1187653541564941
mia_REC-000172,REC-000172,member,1,0,3.0638153553009033
mia_REC-000173,REC-000173,member,1,0,3.1033873558044434
mia_REC-000174,REC-000174,non_member,0,0,3.0420949459075928
mia_REC-000175,REC-000175,member,1,0,3.0946424007415771
mia_REC-000176,REC-000176,non_member,0,0,3.0778207778930664
mia_REC-000177,REC-000177,non_member,0,0,3.0741963386535645
mia_REC-000178,REC-000178,member,1,0,3.1063446998596191
mia_REC-000179,REC-000179,member,1,0,3.1264495849609375
mia_REC-000180,REC-000180,member,1,0,3.0747666358947754
mia_REC-000181,REC-000181,non_member,0,0,3.0738921165466309
mia_REC-000182,REC-000182,member,1,0,3.0634961128234863
mia_REC-000183,REC-000183,non_member,0,0,3.1131041049957275
mia_REC-000184,REC-000184,member,1,0,3.0612325668334961
mia_REC-000185,REC-000185,member,1,0,3.0896954536437988
mia_REC-000186,REC-000186,member,1,0,3.0960042476654053
mia_REC-000187,REC-000187,member,1,0,3.1110856533050537
mia_REC-000188,REC-000188,member,1,0,3.0521600246429443
mia_REC-000189,REC-000189,member,1,0,3.0686483383178711
mia_REC-000190,REC-000190,member,1,0,3.1022932529449463
mia_REC-000191,REC-000191,member,1,0,3.0846264362335205
mia_REC-000192,REC-000192,member,1,0,3.0556421279907227
mia_REC-000193,REC-000193,member,1,0,3.0814838409423828
mia_REC-000194,REC-000194,member,1,0,3.0982062816619873
mia_REC-000195,REC-000195,non_member,0,0,3.0821094512939453
mia_REC-000196,REC-000196,member,1,0,3.0539662837982178
mia_REC-000197,REC-000197,member,1,0,3.1071286201477051
mia_REC-000198,REC-000198,member,1,0,3.0936603546142578
mia_REC-000199,REC-000199,member,1,0,3.0566785335540771
mia_REC-000200,REC-000200,member,1,0,3.0851638317108154
mia_REC-000201,REC-000201,member,1,0,3.0998663902282715
mia_REC-000202,REC-000202,non_member,0,0,3.0866661071777344
mia_REC-000203,REC-000203,non_member,0,0,3.0604836940765381
mia_REC-000204,REC-000204,non_member,0,0,3.0532779693603516
mia_REC-000205,REC-000205,member,1,0,3.0623040199279785
mia_REC-000206,REC-000206,non_member,0,0,3.072514533996582
mia_REC-000207,REC-000207,member,1,0,3.1300513744354248
mia_REC-000208,REC-000208,member,1,0,3.0596213340759277
mia_REC-000209,REC-000209,member,1,0,3.0938620567321777
mia_REC-000210,REC-000210,non_member,0,0,3.1205213069915771
mia_REC-000211,REC-000211,non_member,0,0,3.0707643032073975
mia_REC-000212,REC-000212,non_member,0,0,3.0732359886169434
mia_REC-000213,REC-000213,member,1,0,3.0928108692169189
mia_REC-000214,REC-000214,member,1,0,3.1034140586853027
mia_REC-000215,REC-000215,member,1,0,3.0788450241088867
mia_REC-000216,REC-000216,member,1,0,3.0938436985015869
mia_REC-000217,REC-000217,non_member,0,0,3.103672981262207
mia_REC-000218,REC-000218,member,1,0,3.051138162612915
mia_REC-000219,REC-000219,member,1,0,3.1093237400054932
mia_REC-000220,REC-000220,member,1,0,3.0444419384002686
mia_REC-000221,REC-000221,non_member,0,0,3.0843906402587891
mia_REC-000222,REC-000222,member,1,0,3.0913999080657959
mia_REC-000223,REC-000223,member,1,0,3.1160082817077637
mia_REC-000224,REC-000224,member,1,0,3.0825223922729492
mia_REC-000225,REC-000225,member,1,0,3.0680766105651855
mia_REC-000226,REC-000226,member,1,0,3.1256692409515381
mia_REC-000227,REC-000227,member,1,0,3.0510349273681641
mia_REC-000228,REC-000228,non_member,0,0,3.1251654624938965
mia_REC-000229,REC-000229,member,1,0,3.1082332134246826
mia_REC-000230,REC-000230,member,1,0,3.083956241607666
mia_REC-000231,REC-000231,member,1,0,3.0826809406280518
mia_REC-000232,REC-000232,member,1,0,3.1054153442382812
mia_REC-000233,REC-000233,non_member,0,0,3.0547401905059814
mia_REC-000234,REC-000234,member,1,0,3.0940468311309814
mia_REC-000235,REC-000235,member,1,0,3.0306928157806396
mia_REC-000236,REC-000236,member,1,0,3.0858981609344482
mia_REC-000237,REC-000237,member,1,0,3.0982429981231689
mia_REC-000238,REC-000238,member,1,0,3.1313323974609375
mia_REC-000239,REC-000239,member,1,0,3.0701699256896973
mia_REC-000240,REC-000240,non_member,0,0,3.1198670864105225
mia_REC-000241,REC-000241,member,1,0,3.0926904678344727
mia_REC-000242,REC-000242,member,1,0,3.0843818187713623
mia_REC-000243,REC-000243,member,1,0,3.0829288959503174
mia_REC-000244,REC-000244,member,1,0,3.055351734161377
mia_REC-000245,REC-000245,member,1,0,3.0954134464263916
mia_REC-000246,REC-000246,member,1,0,3.08876633644104
mia_REC-000247,REC-000247,member,1,0,3.0925533771514893
mia_REC-000248,REC-000248,member,1,0,3.0773212909698486
mia_REC-000249,REC-000249,non_member,0,0,3.0774276256561279
mia_REC-000250,REC-000250,member,1,0,3.0862455368041992
mia_REC-000251,REC-000251,member,1,0,3.1234252452850342
mia_REC-000252,REC-000252,member,1,0,3.039268970489502
mia_REC-000253,REC-000253,member,1,0,3.0576474666595459
mia_REC-000254,REC-000254,member,1,0,3.0612683296203613
mia_REC-000255,REC-000255,non_member,0,0,3.1089096069335938
mia_REC-000256,REC-000256,non_member,0,0,3.0897383689880371
mia_REC-000257,REC-000257,member,1,0,3.0730724334716797
mia_REC-000258,REC-000258,non_member,0,0,3.0593132972717285
mia_REC-000259,REC-000259,member,1,0,3.1019847393035889
mia_REC-000260,REC-000260,member,1,0,3.0710618495941162
mia_REC-000261,REC-000261,member,1,0,3.075913667678833
mia_REC-000262,REC-000262,member,1,0,3.0752596855163574
mia_REC-000263,REC-000263,member,1,0,3.0629715919494629
mia_REC-000264,REC-000264,member,1,0,3.0532875061035156
mia_REC-000265,REC-000265,member,1,0,3.0757293701171875
mia_REC-000266,REC-000266,member,1,0,3.1202499866485596
mia_REC-000267,REC-000267,non_member,0,0,3.0583312511444092
mia_REC-000268,REC-000268,non_member,0,0,3.0897910594940186
mia_REC-000269,REC-000269,member,1,0,3.0728359222412109
mia_REC-000270,REC-000270,member,1,0,3.0928254127502441
mia_REC-000271,REC-000271,non_member,0,0,3.0817079544067383
mia_REC-000272,REC-000272,member,1,0,3.0905582904815674
mia_REC-000273,REC-000273,member,1,0,3.0875797271728516
mia_REC-000274,REC-000274,member,1,0,3.0830214023590088
mia_REC-000275,REC-000275,member,1,0,3.099250316619873
mia_REC-000276,REC-000276,member,1,0,3.1160402297973633
mia_REC-000277,REC-000277,member,1,0,3.0916287899017334
mia_REC-000278,REC-000278,member,1,0,3.104515552520752
mia_REC-000279,REC-000279,member,1,0,3.0926742553710938
mia_REC-000280,REC-000280,non_member,0,0,3.0990200042724609
mia_REC-000281,REC-000281,member,1,0,3.1179740428924561
mia_REC-000282,REC-000282,member,1,0,3.1184732913970947
mia_REC-000283,REC-000283,member,1,0,3.107374906539917
mia_REC-000284,REC-000284,member,1,0,3.1010234355926514
mia_REC-000285,REC-000285,member,1,0,3.0615608692169189
mia_REC-000286,REC-000286,member,1,0,3.139503002166748
mia_REC-000287,REC-000287,member,1,0,3.1162028312683105
mia_REC-000288,REC-000288,non_member,0,0,3.0665473937988281
mia_REC-000289,REC-000289,member,1,0,3.0980770587921143
mia_REC-000290,REC-000290,member,1,0,3.0666465759277344
mia_REC-000291,REC-000291,member,1,0,3.061753511428833
mia_REC-000292,REC-000292,non_member,0,0,3.0916574001312256
mia_REC-000293,REC-000293,non_member,0,0,3.1139011383056641
mia_REC-000294,REC-000294,non_member,0,0,3.1224608421325684
mia_REC-000295,REC-000295,member,1,0,3.0803635120391846
mia_REC-000296,REC-000296,member,1,0,3.0771694183349609
mia_REC-000297,REC-000297,non_member,0,0,3.0890603065490723
mia_REC-000298,REC-000298,member,1,0,3.1494693756103516
mia_REC-000299,REC-000299,member,1,0,3.0960328578948975
mia_REC-000300,REC-000300,member,1,0,3.0538733005523682
mia_REC-000301,REC-000301,member,1,0,3.0920114517211914
mia_REC-000302,REC-000302,member,1,0,3.1103911399841309
mia_REC-000303,REC-000303,member,1,0,3.0847721099853516
mia_REC-000304,REC-000304,member,1,0,3.1130259037017822
mia_REC-000305,REC-000305,member,1,0,3.099137544631958
mia_REC-000306,REC-000306,member,1,0,3.0901436805725098
mia_REC-000307,REC-000307,non_member,0,0,3.0877668857574463
mia_REC-000308,REC-000308,member,1,0,3.09171462059021
mia_REC-000309,REC-000309,member,1,0,3.091526985168457
mia_REC-000310,REC-000310,member,1,0,3.0684175491333008
mia_REC-000311,REC-000311,member,1,0,3.1037664413452148
mia_REC-000312,REC-000312,member,1,0,3.0729825496673584
mia_REC-000313,REC-000313,non_member,0,0,3.0818343162536621
mia_REC-000314,REC-000314,non_member,0,0,3.0888640880584717
mia_REC-000315,REC-000315,non_member,0,0,3.0692436695098877
mia_REC-000316,REC-000316,non_member,0,0,3.1120703220367432
mia_REC-000317,REC-000317,member,1,0,3.0953238010406494
mia_REC-000318,REC-000318,member,1,0,3.092179536819458
mia_REC-000319,REC-000319,member,1,0,3.130643367767334
mia_REC-000320,REC-000320,member,1,0,3.0782122611999512
mia_REC-000321,REC-000321,member,1,0,3.0481650829315186
mia_REC-000322,REC-000322,non_member,0,0,3.0855343341827393
mia_REC-000323,REC-000323,member,1,0,3.075061559677124
mia_REC-000324,REC-000324,member,1,0,3.0640559196472168
mia_REC-000325,REC-000325,member,1,0,3.1042628288269043
mia_REC-000326,REC-000326,member,1,0,3.1108942031860352
mia_REC-000327,REC-000327,member,1,0,3.100132942199707
mia_REC-000328,REC-000328,non_member,0,0,3.0864455699920654
mia_REC-000329,REC-000329,member,1,0,3.0928170680999756
mia_REC-000330,REC-000330,member,1,0,3.0945546627044678
mia_REC-000331,REC-000331,non_member,0,0,3.0887265205383301
mia_REC-000332,REC-000332,member,1,0,3.0685420036315918
mia_REC-000333,REC-000333,member,1,0,3.1217536926269531
mia_REC-000334,REC-000334,member,1,0,3.0828876495361328
mia_REC-000335,REC-000335,member,1,0,3.0887134075164795
mia_REC-000336,REC-000336,member,1,0,3.1273808479309082
mia_REC-000337,REC-000337,member,1,0,3.162034273147583
mia_REC-000338,REC-000338,member,1,0,3.1029324531555176
mia_REC-000339,REC-000339,non_member,0,0,3.1179075241088867
mia_REC-000340,REC-000340,member,1,0,3.1341345310211182
mia_REC-000341,REC-000341,member,1,0,3.1003446578979492
mia_REC-000342,REC-000342,member,1,0,3.0734930038452148
mia_REC-000343,REC-000343,member,1,0,3.0604910850524902
mia_REC-000344,REC-000344,non_member,0,0,3.1052796840667725
mia_REC-000345,REC-000345,member,1,0,3.0757207870483398
mia_REC-000346,REC-000346,member,1,0,3.1272892951965332
mia_REC-000347,REC-000347,non_member,0,0,3.1097967624664307
mia_REC-000348,REC-000348,non_member,0,0,3.0936856269836426
mia_REC-000349,REC-000349,member,1,0,3.0769884586334229
mia_REC-000350,REC-000350,member,1,0,3.1060473918914795
mia_REC-000351,REC-000351,member,1,0,3.074876070022583
mia_REC-000352,REC-000352,member,1,0,3.0807797908782959
mia_REC-000353,REC-000353,member,1,0,3.0703635215759277
mia_REC-000354,REC-000354,member,1,0,3.069882869720459
mia_REC-000355,REC-000355,member,1,0,3.0511810779571533
mia_REC-000356,REC-000356,member,1,0,3.1060464382171631
mia_REC-000357,REC-000357,non_member,0,0,3.1042871475219727
mia_REC-000358,REC-000358,member,1,0,3.0827822685241699
mia_REC-000359,REC-000359,non_member,0,0,3.0900003910064697
mia_REC-000360,REC-000360,member,1,0,3.0788266658782959
mia_REC-000361,REC-000361,member,1,0,3.0797007083892822
mia_REC-000362,REC-000362,member,1,0,3.0906381607055664
mia_REC-000363,REC-000363,member,1,0,3.0793008804321289
mia_REC-000364,REC-000364,member,1,0,3.127274751663208
mia_REC-000365,REC-000365,member,1,0,3.0603914260864258
mia_REC-000366,REC-000366,member,1,0,3.0981631278991699
mia_REC-000367,REC-000367,non_member,0,0,3.0923523902893066
mia_REC-000368,REC-000368,member,1,0,3.1020114421844482
mia_REC-000369,REC-000369,member,1,0,3.1243526935577393
mia_REC-000370,REC-000370,member,1,0,3.0569050312042236
mia_REC-000371,REC-000371,member,1,0,3.0904467105865479
mia_REC-000372,REC-000372,member,1,0,3.0910191535949707
mia_REC-000373,REC-000373,member,1,0,3.1486780643463135
mia_REC-000374,REC-000374,member,1,0,3.0616970062255859
mia_REC-000375,REC-000375,member,1,0,3.1309468746185303
mia_REC-000376,REC-000376,member,1,0,3.094559907913208
mia_REC-000377,REC-000377,member,1,0,3.0988574028015137
mia_REC-000378,REC-000378,non_member,0,0,3.0681312084197998
mia_REC-000379,REC-000379,non_member,0,0,3.1246907711029053
mia_REC-000380,REC-000380,member,1,0,3.1082532405853271
mia_REC-000381,REC-000381,member,1,0,3.0917048454284668
mia_REC-000382,REC-000382,member,1,0,3.0578265190124512
mia_REC-000383,REC-000383,member,1,0,3.0648841857910156
mia_REC-000384,REC-000384,member,1,0,3.1023764610290527
mia_REC-000385,REC-000385,member,1,0,3.0590527057647705
mia_REC-000386,REC-000386,non_member,0,0,3.0857968330383301
mia_REC-000387,REC-000387,member,1,0,3.0302412509918213
mia_REC-000388,REC-000388,member,1,0,3.0835311412811279
mia_REC-000389,REC-000389,member,1,0,3.1027975082397461
mia_REC-000390,REC-000390,member,1,0,3.0733106136322021
mia_REC-000391,REC-000391,member,1,0,3.0755045413970947
mia_REC-000392,REC-000392,member,1,0,3.056190013885498
mia_REC-000393,REC-000393,member,1,0,3.0645453929901123
mia_REC-000394,REC-000394,member,1,0,3.0953874588012695
mia_REC-000395,REC-000395,member,1,0,3.1443126201629639
mia_REC-000396,REC-000396,member,1,0,3.1131365299224854
mia_REC-000397,REC-000397,member,1,0,3.1210832595825195
mia_REC-000398,REC-000398,member,1,0,3.1221499443054199
mia_REC-000399,REC-000399,member,1,0,3.093782901763916
mia_REC-000400,REC-000400,non_member,0,0,3.1027166843414307
mia_REC-000401,REC-000401,member,1,0,3.0760359764099121
mia_REC-000402,REC-000402,member,1,0,3.0662691593170166
mia_REC-000403,REC-000403,non_member,0,0,3.1012237071990967
mia_REC-000404,REC-000404,member,1,0,3.0766885280609131
mia_REC-000405,REC-000405,non_member,0,0,3.0599174499511719
mia_REC-000406,REC-000406,member,1,0,3.0734837055206299
mia_REC-000407,REC-000407,member,1,0,3.1147201061248779
mia_REC-000408,REC-000408,non_member,0,0,3.0830278396606445
mia_REC-000409,REC-000409,member,1,0,3.0952653884887695
mia_REC-000410,REC-000410,member,1,0,3.073981761932373
mia_REC-000411,REC-000411,non_member,0,0,3.100954532623291
mia_REC-000412,REC-000412,member,1,0,3.0714225769042969
mia_REC-000413,REC-000413,member,1,1,3.1027603149414062
mia_REC-000414,REC-000414,member,1,0,3.131878137588501
mia_REC-000415,REC-000415,member,1,0,3.0899991989135742
mia_REC-000416,REC-000416,member,1,0,3.1247713565826416
mia_REC-000417,REC-000417,member,1,0,3.0831100940704346
mia_REC-000418,REC-000418,member,1,0,3.1538324356079102
mia_REC-000419,REC-000419,member,1,0,3.0779745578765869
mia_REC-000420,REC-000420,non_member,0,0,3.0891914367675781
mia_REC-000421,REC-000421,member,1,0,3.0799336433410645
mia_REC-000422,REC-000422,member,1,0,3.1145484447479248
mia_REC-000423,REC-000423,member,1,0,3.1014049053192139
mia_REC-000424,REC-000424,non_member,0,0,3.1087195873260498
mia_REC-000425,REC-000425,member,1,0,3.0845606327056885
mia_REC-000426,REC-000426,member,1,0,3.0975277423858643
mia_REC-000427,REC-000427,member,1,0,3.0693221092224121
mia_REC-000428,REC-000428,member,1,0,3.086188793182373
mia_REC-000429,REC-000429,member,1,0,3.089674711227417
mia_REC-000430,REC-000430,non_member,0,0,3.1249735355377197
mia_REC-000431,REC-000431,member,1,0,3.0800504684448242
mia_REC-000432,REC-000432,non_member,0,0,3.0635738372802734
mia_REC-000433,REC-000433,non_member,0,0,3.0515244007110596
mia_REC-000434,REC-000434,non_member,0,0,3.079986572265625
mia_REC-000435,REC-000435,member,1,0,3.0875616073608398
mia_REC-000436,REC-000436,member,1,0,3.0852217674255371
mia_REC-000437,REC-000437,member,1,0,3.0741426944732666
mia_REC-000438,REC-000438,member,1,0,3.0895721912384033
mia_REC-000439,REC-000439,member,1,0,3.0894174575805664
mia_REC-000440,REC-000440,member,1,0,3.0729608535766602
mia_REC-000441,REC-000441,member,1,0,3.131751537322998
mia_REC-000442,REC-000442,non_member,0,0,3.1029052734375
mia_REC-000443,REC-000443,member,1,0,3.0691196918487549
mia_REC-000444,REC-000444,member,1,0,3.0728795528411865
mia_REC-000445,REC-000445,member,1,0,3.1210110187530518
mia_REC-000446,REC-000446,member,1,0,3.0786685943603516
mia_REC-000447,REC-000447,member,1,0,3.1475861072540283
mia_REC-000448,REC-000448,member,1,0,3.0905923843383789
mia_REC-000449,REC-000449,member,1,0,3.0986537933349609
mia_REC-000450,REC-000450,member,1,0,3.1034533977508545
mia_REC-000451,REC-000451,non_member,0,0,3.0454885959625244
mia_REC-000452,REC-000452,member,1,0,3.1052274703979492
mia_REC-000453,REC-000453,member,1,0,3.1245608329772949
mia_REC-000454,REC-000454,non_member,0,0,3.0887434482574463
mia_REC-000455,REC-000455,member,1,0,3.1220691204071045
mia_REC-000456,REC-000456,non_member,0,0,3.0749025344848633
mia_REC-000457,REC-000457,member,1,0,3.0990626811981201
mia_REC-000458,REC-000458,member,1,0,3.1359353065490723
mia_REC-000459,REC-000459,member,1,0,3.0369443893432617
mia_REC-000460,REC-000460,member,1,0,3.1087419986724854
